"Invoice Name","Total Currency","Total","Account Name","Price Book: Price Book Name","Invoice Date","Product: Product Name"
"Invoice - 00115717","USD","400.00","Audi San Jose","Dealerware+ Audi","9/30/2025","Fleet Management"
"Invoice - 00115717","USD","0.00","Audi San Jose","Dealerware+ Audi","9/30/2025","Scheduler"
"Invoice - 00115717","USD","26.75","Audi San Jose","Dealerware+ Audi","9/30/2025","Toll Charges Incurred"
"Invoice - 00115717","USD","1820.00","Audi San Jose","Dealerware+ Audi","9/30/2025","Toll Management Solutions"
"Invoice - 00118847","USD","5100.00","Audi San Jose","Dealerware+ Audi","10/31/2025","Connected Car Solutions"
"Invoice - 00099351","USD","2700.00","Audi South Coast","Dealerware+ Audi","1/31/2025","Connected Car Solutions"
"Invoice - 00099351","USD","-791.60","Audi South Coast","Dealerware+ Audi","1/31/2025","CVP Program CCD"
"Invoice - 00099351","USD","-400.00","Audi South Coast","Dealerware+ Audi","1/31/2025","CVP Program FM"
"Invoice - 00099351","USD","-395.80","Audi South Coast","Dealerware+ Audi","1/31/2025","CVP Program Toll Management"
"Invoice - 00099351","USD","400.00","Audi South Coast","Dealerware+ Audi","1/31/2025","Fleet Management"
"Invoice - 00099351","USD","1115.97","Audi South Coast","Dealerware+ Audi","1/31/2025","Toll Charges Incurred"
"Invoice - 00099351","USD","750.00","Audi South Coast","Dealerware+ Audi","1/31/2025","Toll Management Solutions"
"Invoice - 00101430","USD","2700.00","Audi South Coast","Dealerware+ Audi","2/28/2025","Connected Car Solutions"
"Invoice - 00101430","USD","-831.20","Audi South Coast","Dealerware+ Audi","2/28/2025","CVP Program CCD"
"Invoice - 00101430","USD","-400.00","Audi South Coast","Dealerware+ Audi","2/28/2025","CVP Program FM"
"Invoice - 00101430","USD","-415.60","Audi South Coast","Dealerware+ Audi","2/28/2025","CVP Program Toll Management"
"Invoice - 00101430","USD","400.00","Audi South Coast","Dealerware+ Audi","2/28/2025","Fleet Management"
"Invoice - 00101430","USD","1304.08","Audi South Coast","Dealerware+ Audi","2/28/2025","Toll Charges Incurred"
"Invoice - 00101430","USD","710.00","Audi South Coast","Dealerware+ Audi","2/28/2025","Toll Management Solutions"
"Invoice - 00103409","USD","2700.00","Audi South Coast","Dealerware+ Audi","3/31/2025","Connected Car Solutions"
"Invoice - 00103409","USD","-1049.80","Audi South Coast","Dealerware+ Audi","3/31/2025","CVP Program CCD"
"Invoice - 00103409","USD","-400.00","Audi South Coast","Dealerware+ Audi","3/31/2025","CVP Program FM"
"Invoice - 00103409","USD","-524.90","Audi South Coast","Dealerware+ Audi","3/31/2025","CVP Program Toll Management"
"Invoice - 00103409","USD","400.00","Audi South Coast","Dealerware+ Audi","3/31/2025","Fleet Management"
"Invoice - 00103409","USD","1824.32","Audi South Coast","Dealerware+ Audi","3/31/2025","Toll Charges Incurred"
"Invoice - 00103409","USD","750.00","Audi South Coast","Dealerware+ Audi","3/31/2025","Toll Management Solutions"
"Invoice - 00105367","USD","2700.00","Audi South Coast","Dealerware+ Audi","4/30/2025","Connected Car Solutions"
"Invoice - 00105367","USD","-1320.00","Audi South Coast","Dealerware+ Audi","4/30/2025","CVP Program CCD"
"Invoice - 00105367","USD","-400.00","Audi South Coast","Dealerware+ Audi","4/30/2025","CVP Program FM"
"Invoice - 00105367","USD","-660.00","Audi South Coast","Dealerware+ Audi","4/30/2025","CVP Program Toll Management"
"Invoice - 00105367","USD","400.00","Audi South Coast","Dealerware+ Audi","4/30/2025","Fleet Management"
"Invoice - 00105367","USD","1150.39","Audi South Coast","Dealerware+ Audi","4/30/2025","Toll Charges Incurred"
"Invoice - 00105367","USD","720.00","Audi South Coast","Dealerware+ Audi","4/30/2025","Toll Management Solutions"
"Invoice - 00106803","USD","2700.00","Audi South Coast","Dealerware+ Audi","5/31/2025","Connected Car Solutions"
"Invoice - 00106803","USD","-1435.20","Audi South Coast","Dealerware+ Audi","5/31/2025","CVP Program CCD"
"Invoice - 00106803","USD","-400.00","Audi South Coast","Dealerware+ Audi","5/31/2025","CVP Program FM"
"Invoice - 00106803","USD","-690.00","Audi South Coast","Dealerware+ Audi","5/31/2025","CVP Program Toll Management"
"Invoice - 00106803","USD","400.00","Audi South Coast","Dealerware+ Audi","5/31/2025","Fleet Management"
"Invoice - 00106803","USD","1422.48","Audi South Coast","Dealerware+ Audi","5/31/2025","Toll Charges Incurred"
"Invoice - 00106803","USD","690.00","Audi South Coast","Dealerware+ Audi","5/31/2025","Toll Management Solutions"
"Invoice - 00109381","USD","2700.00","Audi South Coast","Dealerware+ Audi","6/30/2025","Connected Car Solutions"
"Invoice - 00109381","USD","-1878.60","Audi South Coast","Dealerware+ Audi","6/30/2025","CVP Program CCD"
"Invoice - 00109381","USD","-400.00","Audi South Coast","Dealerware+ Audi","6/30/2025","CVP Program FM"
"Invoice - 00109381","USD","-710.00","Audi South Coast","Dealerware+ Audi","6/30/2025","CVP Program Toll Management"
"Invoice - 00109381","USD","400.00","Audi South Coast","Dealerware+ Audi","6/30/2025","Fleet Management"
"Invoice - 00109381","USD","1299.81","Audi South Coast","Dealerware+ Audi","6/30/2025","Toll Charges Incurred"
"Invoice - 00109381","USD","710.00","Audi South Coast","Dealerware+ Audi","6/30/2025","Toll Management Solutions"
"Invoice - 00111467","USD","2700.00","Audi South Coast","Dealerware+ Audi","7/31/2025","Connected Car Solutions"
"Invoice - 00111467","USD","-2073.20","Audi South Coast","Dealerware+ Audi","7/31/2025","CVP Program CCD"
"Invoice - 00111467","USD","-400.00","Audi South Coast","Dealerware+ Audi","7/31/2025","CVP Program FM"
"Invoice - 00111467","USD","-750.00","Audi South Coast","Dealerware+ Audi","7/31/2025","CVP Program Toll Management"
"Invoice - 00111467","USD","400.00","Audi South Coast","Dealerware+ Audi","7/31/2025","Fleet Management"
"Invoice - 00111467","USD","1133.49","Audi South Coast","Dealerware+ Audi","7/31/2025","Toll Charges Incurred"
"Invoice - 00111467","USD","750.00","Audi South Coast","Dealerware+ Audi","7/31/2025","Toll Management Solutions"
"Invoice - 00113161","USD","2700.00","Audi South Coast","Dealerware+ Audi","8/31/2025","Connected Car Solutions"
"Invoice - 00113161","USD","-2200.00","Audi South Coast","Dealerware+ Audi","8/31/2025","CVP Program CCD"
"Invoice - 00113161","USD","-400.00","Audi South Coast","Dealerware+ Audi","8/31/2025","CVP Program FM"
"Invoice - 00113161","USD","-790.00","Audi South Coast","Dealerware+ Audi","8/31/2025","CVP Program Toll Management"
"Invoice - 00113161","USD","400.00","Audi South Coast","Dealerware+ Audi","8/31/2025","Fleet Management"
"Invoice - 00113161","USD","1681.32","Audi South Coast","Dealerware+ Audi","8/31/2025","Toll Charges Incurred"
"Invoice - 00113161","USD","790.00","Audi South Coast","Dealerware+ Audi","8/31/2025","Toll Management Solutions"
"Invoice - 00115771","USD","2700.00","Audi South Coast","Dealerware+ Audi","9/30/2025","Connected Car Solutions"
"Invoice - 00115771","USD","-2338.00","Audi South Coast","Dealerware+ Audi","9/30/2025","CVP Program CCD"
"Invoice - 00115771","USD","-400.00","Audi South Coast","Dealerware+ Audi","9/30/2025","CVP Program FM"
"Invoice - 00115771","USD","-790.00","Audi South Coast","Dealerware+ Audi","9/30/2025","CVP Program Toll Management"
"Invoice - 00115771","USD","400.00","Audi South Coast","Dealerware+ Audi","9/30/2025","Fleet Management"
"Invoice - 00115771","USD","1377.30","Audi South Coast","Dealerware+ Audi","9/30/2025","Toll Charges Incurred"
"Invoice - 00115771","USD","790.00","Audi South Coast","Dealerware+ Audi","9/30/2025","Toll Management Solutions"
"Invoice - 00118900","USD","2700.00","Audi South Coast","Dealerware+ Audi","10/31/2025","Connected Car Solutions"
"Invoice - 00099226","USD","900.00","Audi Turnersville","Dealerware+ Audi","1/31/2025","Connected Car Solutions"
"Invoice - 00099226","USD","-778.20","Audi Turnersville","Dealerware+ Audi","1/31/2025","CVP Program CCD"
"Invoice - 00099226","USD","-400.00","Audi Turnersville","Dealerware+ Audi","1/31/2025","CVP Program FM"
"Invoice - 00099226","USD","-389.10","Audi Turnersville","Dealerware+ Audi","1/31/2025","CVP Program Toll Management"
"Invoice - 00099226","USD","400.00","Audi Turnersville","Dealerware+ Audi","1/31/2025","Fleet Management"
"Invoice - 00099226","USD","1798.48","Audi Turnersville","Dealerware+ Audi","1/31/2025","Toll Charges Incurred"
"Invoice - 00099226","USD","400.00","Audi Turnersville","Dealerware+ Audi","1/31/2025","Toll Management Solutions"
"Invoice - 00101306","USD","900.00","Audi Turnersville","Dealerware+ Audi","2/28/2025","Connected Car Solutions"
"Invoice - 00101306","USD","-689.40","Audi Turnersville","Dealerware+ Audi","2/28/2025","CVP Program CCD"
"Invoice - 00101306","USD","-400.00","Audi Turnersville","Dealerware+ Audi","2/28/2025","CVP Program FM"
"Invoice - 00101306","USD","-344.70","Audi Turnersville","Dealerware+ Audi","2/28/2025","CVP Program Toll Management"
"Invoice - 00101306","USD","400.00","Audi Turnersville","Dealerware+ Audi","2/28/2025","Fleet Management"
"Invoice - 00101306","USD","1210.55","Audi Turnersville","Dealerware+ Audi","2/28/2025","Toll Charges Incurred"
"Invoice - 00101306","USD","380.00","Audi Turnersville","Dealerware+ Audi","2/28/2025","Toll Management Solutions"
"Invoice - 00103286","USD","900.00","Audi Turnersville","Dealerware+ Audi","3/31/2025","Connected Car Solutions"
"Invoice - 00103286","USD","-670.80","Audi Turnersville","Dealerware+ Audi","3/31/2025","CVP Program CCD"
"Invoice - 00103286","USD","-400.00","Audi Turnersville","Dealerware+ Audi","3/31/2025","CVP Program FM"
"Invoice - 00103286","USD","-330.00","Audi Turnersville","Dealerware+ Audi","3/31/2025","CVP Program Toll Management"
"Invoice - 00103286","USD","400.00","Audi Turnersville","Dealerware+ Audi","3/31/2025","Fleet Management"
"Invoice - 00103286","USD","1573.57","Audi Turnersville","Dealerware+ Audi","3/31/2025","Toll Charges Incurred"
"Invoice - 00103286","USD","330.00","Audi Turnersville","Dealerware+ Audi","3/31/2025","Toll Management Solutions"
"Invoice - 00105247","USD","900.00","Audi Turnersville","Dealerware+ Audi","4/30/2025","Connected Car Solutions"
"Invoice - 00105247","USD","-640.80","Audi Turnersville","Dealerware+ Audi","4/30/2025","CVP Program CCD"
"Invoice - 00105247","USD","-400.00","Audi Turnersville","Dealerware+ Audi","4/30/2025","CVP Program FM"
"Invoice - 00105247","USD","-310.00","Audi Turnersville","Dealerware+ Audi","4/30/2025","CVP Program Toll Management"
"Invoice - 00105247","USD","400.00","Audi Turnersville","Dealerware+ Audi","4/30/2025","Fleet Management"
"Invoice - 00105247","USD","852.57","Audi Turnersville","Dealerware+ Audi","4/30/2025","Toll Charges Incurred"
"Invoice - 00105247","USD","310.00","Audi Turnersville","Dealerware+ Audi","4/30/2025","Toll Management Solutions"
"Invoice - 00107444","USD","900.00","Audi Turnersville","Dealerware+ Audi","5/31/2025","Connected Car Solutions"
"Invoice - 00107444","USD","-739.80","Audi Turnersville","Dealerware+ Audi","5/31/2025","CVP Program CCD"
"Invoice - 00107444","USD","-400.00","Audi Turnersville","Dealerware+ Audi","5/31/2025","CVP Program FM"
"Invoice - 00107444","USD","-350.00","Audi Turnersville","Dealerware+ Audi","5/31/2025","CVP Program Toll Management"
"Invoice - 00107444","USD","400.00","Audi Turnersville","Dealerware+ Audi","5/31/2025","Fleet Management"
"Invoice - 00107444","USD","2884.26","Audi Turnersville","Dealerware+ Audi","5/31/2025","Toll Charges Incurred"
"Invoice - 00107444","USD","350.00","Audi Turnersville","Dealerware+ Audi","5/31/2025","Toll Management Solutions"
"Invoice - 00109264","USD","900.00","Audi Turnersville","Dealerware+ Audi","6/30/2025","Connected Car Solutions"
"Invoice - 00109264","USD","-708.00","Audi Turnersville","Dealerware+ Audi","6/30/2025","CVP Program CCD"
"Invoice - 00109264","USD","-400.00","Audi Turnersville","Dealerware+ Audi","6/30/2025","CVP Program FM"
"Invoice - 00109264","USD","-310.00","Audi Turnersville","Dealerware+ Audi","6/30/2025","CVP Program Toll Management"
"Invoice - 00109264","USD","400.00","Audi Turnersville","Dealerware+ Audi","6/30/2025","Fleet Management"
"Invoice - 00109264","USD","2416.40","Audi Turnersville","Dealerware+ Audi","6/30/2025","Toll Charges Incurred"
"Invoice - 00109264","USD","310.00","Audi Turnersville","Dealerware+ Audi","6/30/2025","Toll Management Solutions"
"Invoice - 00111348","USD","900.00","Audi Turnersville","Dealerware+ Audi","7/31/2025","Connected Car Solutions"
"Invoice - 00111348","USD","-804.80","Audi Turnersville","Dealerware+ Audi","7/31/2025","CVP Program CCD"
"Invoice - 00111348","USD","-400.00","Audi Turnersville","Dealerware+ Audi","7/31/2025","CVP Program FM"
"Invoice - 00111348","USD","-370.00","Audi Turnersville","Dealerware+ Audi","7/31/2025","CVP Program Toll Management"
"Invoice - 00111348","USD","400.00","Audi Turnersville","Dealerware+ Audi","7/31/2025","Fleet Management"
"Invoice - 00111348","USD","1361.01","Audi Turnersville","Dealerware+ Audi","7/31/2025","Toll Charges Incurred"
"Invoice - 00111348","USD","370.00","Audi Turnersville","Dealerware+ Audi","7/31/2025","Toll Management Solutions"
"Invoice - 00113048","USD","900.00","Audi Turnersville","Dealerware+ Audi","8/31/2025","Connected Car Solutions"
"Invoice - 00113048","USD","-900.00","Audi Turnersville","Dealerware+ Audi","8/31/2025","CVP Program CCD"
"Invoice - 00113048","USD","-400.00","Audi Turnersville","Dealerware+ Audi","8/31/2025","CVP Program FM"
"Invoice - 00113048","USD","-380.00","Audi Turnersville","Dealerware+ Audi","8/31/2025","CVP Program Toll Management"
"Invoice - 00113048","USD","400.00","Audi Turnersville","Dealerware+ Audi","8/31/2025","Fleet Management"
"Invoice - 00113048","USD","1417.08","Audi Turnersville","Dealerware+ Audi","8/31/2025","Toll Charges Incurred"
"Invoice - 00113048","USD","380.00","Audi Turnersville","Dealerware+ Audi","8/31/2025","Toll Management Solutions"
"Invoice - 00115940","USD","900.00","Audi Turnersville","Dealerware+ Audi","9/30/2025","Connected Car Solutions"
"Invoice - 00115940","USD","-900.00","Audi Turnersville","Dealerware+ Audi","9/30/2025","CVP Program CCD"
"Invoice - 00115940","USD","-400.00","Audi Turnersville","Dealerware+ Audi","9/30/2025","CVP Program FM"
"Invoice - 00115940","USD","-390.00","Audi Turnersville","Dealerware+ Audi","9/30/2025","CVP Program Toll Management"
"Invoice - 00115940","USD","400.00","Audi Turnersville","Dealerware+ Audi","9/30/2025","Fleet Management"
"Invoice - 00115940","USD","1457.67","Audi Turnersville","Dealerware+ Audi","9/30/2025","Toll Charges Incurred"
"Invoice - 00115940","USD","390.00","Audi Turnersville","Dealerware+ Audi","9/30/2025","Toll Management Solutions"
"Invoice - 00119359","USD","900.00","Audi Turnersville","Dealerware+ Audi","10/31/2025","Connected Car Solutions"
"Invoice - 00099319","USD","2060.00","Audi Tysons Corner","Dealerware+ Audi","1/31/2025","Connected Car Solutions"
"Invoice - 00099319","USD","-1743.00","Audi Tysons Corner","Dealerware+ Audi","1/31/2025","CVP Program CCD"
"Invoice - 00099319","USD","-400.00","Audi Tysons Corner","Dealerware+ Audi","1/31/2025","CVP Program FM"
"Invoice - 00099319","USD","-871.50","Audi Tysons Corner","Dealerware+ Audi","1/31/2025","CVP Program Toll Management"
"Invoice - 00099319","USD","400.00","Audi Tysons Corner","Dealerware+ Audi","1/31/2025","Fleet Management"
"Invoice - 00099319","USD","4745.31","Audi Tysons Corner","Dealerware+ Audi","1/31/2025","Toll Charges Incurred"
"Invoice - 00099319","USD","1010.00","Audi Tysons Corner","Dealerware+ Audi","1/31/2025","Toll Management Solutions"
"Invoice - 00101398","USD","2060.00","Audi Tysons Corner","Dealerware+ Audi","2/28/2025","Connected Car Solutions"
"Invoice - 00101398","USD","-1888.80","Audi Tysons Corner","Dealerware+ Audi","2/28/2025","CVP Program CCD"
"Invoice - 00101398","USD","-400.00","Audi Tysons Corner","Dealerware+ Audi","2/28/2025","CVP Program FM"
"Invoice - 00101398","USD","-944.40","Audi Tysons Corner","Dealerware+ Audi","2/28/2025","CVP Program Toll Management"
"Invoice - 00101398","USD","400.00","Audi Tysons Corner","Dealerware+ Audi","2/28/2025","Fleet Management"
"Invoice - 00101398","USD","4276.13","Audi Tysons Corner","Dealerware+ Audi","2/28/2025","Toll Charges Incurred"
"Invoice - 00101398","USD","1000.00","Audi Tysons Corner","Dealerware+ Audi","2/28/2025","Toll Management Solutions"
"Invoice - 00103375","USD","2060.00","Audi Tysons Corner","Dealerware+ Audi","3/31/2025","Connected Car Solutions"
"Invoice - 00103375","USD","-2060.00","Audi Tysons Corner","Dealerware+ Audi","3/31/2025","CVP Program CCD"
"Invoice - 00103375","USD","-400.00","Audi Tysons Corner","Dealerware+ Audi","3/31/2025","CVP Program FM"
"Invoice - 00103375","USD","-960.00","Audi Tysons Corner","Dealerware+ Audi","3/31/2025","CVP Program Toll Management"
"Invoice - 00103375","USD","400.00","Audi Tysons Corner","Dealerware+ Audi","3/31/2025","Fleet Management"
"Invoice - 00103375","USD","7476.78","Audi Tysons Corner","Dealerware+ Audi","3/31/2025","Toll Charges Incurred"
"Invoice - 00103375","USD","960.00","Audi Tysons Corner","Dealerware+ Audi","3/31/2025","Toll Management Solutions"
"Invoice - 00105336","USD","2060.00","Audi Tysons Corner","Dealerware+ Audi","4/30/2025","Connected Car Solutions"
"Invoice - 00105336","USD","-2060.00","Audi Tysons Corner","Dealerware+ Audi","4/30/2025","CVP Program CCD"
"Invoice - 00105336","USD","-400.00","Audi Tysons Corner","Dealerware+ Audi","4/30/2025","CVP Program FM"
"Invoice - 00105336","USD","-930.00","Audi Tysons Corner","Dealerware+ Audi","4/30/2025","CVP Program Toll Management"
"Invoice - 00105336","USD","400.00","Audi Tysons Corner","Dealerware+ Audi","4/30/2025","Fleet Management"
"Invoice - 00105336","USD","2266.26","Audi Tysons Corner","Dealerware+ Audi","4/30/2025","Toll Charges Incurred"
"Invoice - 00105336","USD","930.00","Audi Tysons Corner","Dealerware+ Audi","4/30/2025","Toll Management Solutions"
"Invoice - 00106771","USD","2060.00","Audi Tysons Corner","Dealerware+ Audi","5/31/2025","Connected Car Solutions"
"Invoice - 00106771","USD","-2060.00","Audi Tysons Corner","Dealerware+ Audi","5/31/2025","CVP Program CCD"
"Invoice - 00106771","USD","-400.00","Audi Tysons Corner","Dealerware+ Audi","5/31/2025","CVP Program FM"
"Invoice - 00106771","USD","-1000.00","Audi Tysons Corner","Dealerware+ Audi","5/31/2025","CVP Program Toll Management"
"Invoice - 00106771","USD","400.00","Audi Tysons Corner","Dealerware+ Audi","5/31/2025","Fleet Management"
"Invoice - 00106771","USD","8297.70","Audi Tysons Corner","Dealerware+ Audi","5/31/2025","Toll Charges Incurred"
"Invoice - 00106771","USD","1000.00","Audi Tysons Corner","Dealerware+ Audi","5/31/2025","Toll Management Solutions"
"Invoice - 00109349","USD","2060.00","Audi Tysons Corner","Dealerware+ Audi","6/30/2025","Connected Car Solutions"
"Invoice - 00109349","USD","-2060.00","Audi Tysons Corner","Dealerware+ Audi","6/30/2025","CVP Program CCD"
"Invoice - 00109349","USD","-400.00","Audi Tysons Corner","Dealerware+ Audi","6/30/2025","CVP Program FM"
"Invoice - 00109349","USD","-980.00","Audi Tysons Corner","Dealerware+ Audi","6/30/2025","CVP Program Toll Management"
"Invoice - 00109349","USD","400.00","Audi Tysons Corner","Dealerware+ Audi","6/30/2025","Fleet Management"
"Invoice - 00109349","USD","11152.99","Audi Tysons Corner","Dealerware+ Audi","6/30/2025","Toll Charges Incurred"
"Invoice - 00109349","USD","980.00","Audi Tysons Corner","Dealerware+ Audi","6/30/2025","Toll Management Solutions"
"Invoice - 00111434","USD","2060.00","Audi Tysons Corner","Dealerware+ Audi","7/31/2025","Connected Car Solutions"
"Invoice - 00111434","USD","-2060.00","Audi Tysons Corner","Dealerware+ Audi","7/31/2025","CVP Program CCD"
"Invoice - 00111434","USD","-400.00","Audi Tysons Corner","Dealerware+ Audi","7/31/2025","CVP Program FM"
"Invoice - 00111434","USD","-1040.00","Audi Tysons Corner","Dealerware+ Audi","7/31/2025","CVP Program Toll Management"
"Invoice - 00111434","USD","400.00","Audi Tysons Corner","Dealerware+ Audi","7/31/2025","Fleet Management"
"Invoice - 00111434","USD","5997.79","Audi Tysons Corner","Dealerware+ Audi","7/31/2025","Toll Charges Incurred"
"Invoice - 00111434","USD","1040.00","Audi Tysons Corner","Dealerware+ Audi","7/31/2025","Toll Management Solutions"
"Invoice - 00113128","USD","2060.00","Audi Tysons Corner","Dealerware+ Audi","8/31/2025","Connected Car Solutions"
"Invoice - 00113128","USD","-1980.40","Audi Tysons Corner","Dealerware+ Audi","8/31/2025","CVP Program CCD"
"Invoice - 00113128","USD","-400.00","Audi Tysons Corner","Dealerware+ Audi","8/31/2025","CVP Program FM"
"Invoice - 00113128","USD","-990.20","Audi Tysons Corner","Dealerware+ Audi","8/31/2025","CVP Program Toll Management"
"Invoice - 00113128","USD","400.00","Audi Tysons Corner","Dealerware+ Audi","8/31/2025","Fleet Management"
"Invoice - 00113128","USD","8515.71","Audi Tysons Corner","Dealerware+ Audi","8/31/2025","Toll Charges Incurred"
"Invoice - 00113128","USD","1050.00","Audi Tysons Corner","Dealerware+ Audi","8/31/2025","Toll Management Solutions"
"Invoice - 00115736","USD","2060.00","Audi Tysons Corner","Dealerware+ Audi","9/30/2025","Connected Car Solutions"
"Invoice - 00115736","USD","-1965.20","Audi Tysons Corner","Dealerware+ Audi","9/30/2025","CVP Program CCD"
"Invoice - 00115736","USD","-400.00","Audi Tysons Corner","Dealerware+ Audi","9/30/2025","CVP Program FM"
"Invoice - 00115736","USD","-982.60","Audi Tysons Corner","Dealerware+ Audi","9/30/2025","CVP Program Toll Management"
"Invoice - 00115736","USD","400.00","Audi Tysons Corner","Dealerware+ Audi","9/30/2025","Fleet Management"
"Invoice - 00115736","USD","5856.75","Audi Tysons Corner","Dealerware+ Audi","9/30/2025","Toll Charges Incurred"
"Invoice - 00115736","USD","1050.00","Audi Tysons Corner","Dealerware+ Audi","9/30/2025","Toll Management Solutions"
"Invoice - 00118865","USD","2060.00","Audi Tysons Corner","Dealerware+ Audi","10/31/2025","Connected Car Solutions"
"Invoice - 00099220","USD","1000.00","Audi Warwick","Dealerware+ Audi","1/31/2025","Connected Car Solutions"
"Invoice - 00099220","USD","-1000.00","Audi Warwick","Dealerware+ Audi","1/31/2025","CVP Program CCD"
"Invoice - 00099220","USD","-400.00","Audi Warwick","Dealerware+ Audi","1/31/2025","CVP Program FM"
"Invoice - 00099220","USD","-600.00","Audi Warwick","Dealerware+ Audi","1/31/2025","CVP Program Toll Management"
"Invoice - 00099220","USD","400.00","Audi Warwick","Dealerware+ Audi","1/31/2025","Fleet Management"
"Invoice - 00099220","USD","158.97","Audi Warwick","Dealerware+ Audi","1/31/2025","Toll Charges Incurred"
"Invoice - 00099220","USD","600.00","Audi Warwick","Dealerware+ Audi","1/31/2025","Toll Management Solutions"
"Invoice - 00101300","USD","1000.00","Audi Warwick","Dealerware+ Audi","2/28/2025","Connected Car Solutions"
"Invoice - 00101300","USD","-1000.00","Audi Warwick","Dealerware+ Audi","2/28/2025","CVP Program CCD"
"Invoice - 00101300","USD","-400.00","Audi Warwick","Dealerware+ Audi","2/28/2025","CVP Program FM"
"Invoice - 00101300","USD","-570.00","Audi Warwick","Dealerware+ Audi","2/28/2025","CVP Program Toll Management"
"Invoice - 00101300","USD","400.00","Audi Warwick","Dealerware+ Audi","2/28/2025","Fleet Management"
"Invoice - 00101300","USD","171.13","Audi Warwick","Dealerware+ Audi","2/28/2025","Toll Charges Incurred"
"Invoice - 00101300","USD","570.00","Audi Warwick","Dealerware+ Audi","2/28/2025","Toll Management Solutions"
"Invoice - 00103280","USD","1000.00","Audi Warwick","Dealerware+ Audi","3/31/2025","Connected Car Solutions"
"Invoice - 00103280","USD","-1000.00","Audi Warwick","Dealerware+ Audi","3/31/2025","CVP Program CCD"
"Invoice - 00103280","USD","-400.00","Audi Warwick","Dealerware+ Audi","3/31/2025","CVP Program FM"
"Invoice - 00103280","USD","-540.00","Audi Warwick","Dealerware+ Audi","3/31/2025","CVP Program Toll Management"
"Invoice - 00103280","USD","400.00","Audi Warwick","Dealerware+ Audi","3/31/2025","Fleet Management"
"Invoice - 00103280","USD","693.45","Audi Warwick","Dealerware+ Audi","3/31/2025","Toll Charges Incurred"
"Invoice - 00103280","USD","540.00","Audi Warwick","Dealerware+ Audi","3/31/2025","Toll Management Solutions"
"Invoice - 00105242","USD","1000.00","Audi Warwick","Dealerware+ Audi","4/30/2025","Connected Car Solutions"
"Invoice - 00105242","USD","-1000.00","Audi Warwick","Dealerware+ Audi","4/30/2025","CVP Program CCD"
"Invoice - 00105242","USD","-400.00","Audi Warwick","Dealerware+ Audi","4/30/2025","CVP Program FM"
"Invoice - 00105242","USD","-540.00","Audi Warwick","Dealerware+ Audi","4/30/2025","CVP Program Toll Management"
"Invoice - 00105242","USD","400.00","Audi Warwick","Dealerware+ Audi","4/30/2025","Fleet Management"
"Invoice - 00105242","USD","80.60","Audi Warwick","Dealerware+ Audi","4/30/2025","Toll Charges Incurred"
"Invoice - 00105242","USD","540.00","Audi Warwick","Dealerware+ Audi","4/30/2025","Toll Management Solutions"
"Invoice - 00107439","USD","1000.00","Audi Warwick","Dealerware+ Audi","5/31/2025","Connected Car Solutions"
"Invoice - 00107439","USD","-1000.00","Audi Warwick","Dealerware+ Audi","5/31/2025","CVP Program CCD"
"Invoice - 00107439","USD","-400.00","Audi Warwick","Dealerware+ Audi","5/31/2025","CVP Program FM"
"Invoice - 00107439","USD","-560.00","Audi Warwick","Dealerware+ Audi","5/31/2025","CVP Program Toll Management"
"Invoice - 00107439","USD","400.00","Audi Warwick","Dealerware+ Audi","5/31/2025","Fleet Management"
"Invoice - 00107439","USD","256.23","Audi Warwick","Dealerware+ Audi","5/31/2025","Toll Charges Incurred"
"Invoice - 00107439","USD","560.00","Audi Warwick","Dealerware+ Audi","5/31/2025","Toll Management Solutions"
"Invoice - 00109259","USD","1000.00","Audi Warwick","Dealerware+ Audi","6/30/2025","Connected Car Solutions"
"Invoice - 00109259","USD","-1000.00","Audi Warwick","Dealerware+ Audi","6/30/2025","CVP Program CCD"
"Invoice - 00109259","USD","-400.00","Audi Warwick","Dealerware+ Audi","6/30/2025","CVP Program FM"
"Invoice - 00109259","USD","-580.00","Audi Warwick","Dealerware+ Audi","6/30/2025","CVP Program Toll Management"
"Invoice - 00109259","USD","400.00","Audi Warwick","Dealerware+ Audi","6/30/2025","Fleet Management"
"Invoice - 00109259","USD","327.33","Audi Warwick","Dealerware+ Audi","6/30/2025","Toll Charges Incurred"
"Invoice - 00109259","USD","580.00","Audi Warwick","Dealerware+ Audi","6/30/2025","Toll Management Solutions"
"Invoice - 00111343","USD","1000.00","Audi Warwick","Dealerware+ Audi","7/31/2025","Connected Car Solutions"
"Invoice - 00111343","USD","-1000.00","Audi Warwick","Dealerware+ Audi","7/31/2025","CVP Program CCD"
"Invoice - 00111343","USD","-400.00","Audi Warwick","Dealerware+ Audi","7/31/2025","CVP Program FM"
"Invoice - 00111343","USD","-560.00","Audi Warwick","Dealerware+ Audi","7/31/2025","CVP Program Toll Management"
"Invoice - 00111343","USD","400.00","Audi Warwick","Dealerware+ Audi","7/31/2025","Fleet Management"
"Invoice - 00111343","USD","498.68","Audi Warwick","Dealerware+ Audi","7/31/2025","Toll Charges Incurred"
"Invoice - 00111343","USD","560.00","Audi Warwick","Dealerware+ Audi","7/31/2025","Toll Management Solutions"
"Invoice - 00113521","USD","1000.00","Audi Warwick","Dealerware+ Audi","8/31/2025","Connected Car Solutions"
"Invoice - 00113521","USD","-1000.00","Audi Warwick","Dealerware+ Audi","8/31/2025","CVP Program CCD"
